time,open,high,low,close,volume
2021-11-02,48.55,48.69,47.76,47.76,236000
2021-11-03,47.76,47.96,46.5,47.36,593300
2021-11-04,46.76,47.43,46.76,47.43,380000
2021-11-05,47.43,48.09,47.03,48.02,341300
2021-11-08,48.02,48.55,47.36,48.16,657700
2021-11-09,48.16,48.82,47.76,48.55,696200
2021-11-10,48.35,49.08,48.35,48.69,373500
2021-11-11,48.75,49.35,48.42,49.22,319600
2021-11-12,49.28,49.55,48.42,48.82,306000
2021-11-15,48.75,48.82,48.02,48.09,433000
2021-11-16,47.69,48.02,46.9,47.63,802100
2021-11-17,47.69,50.67,47.69,50.14,2418800
2021-11-18,50.94,50.94,49.61,49.68,937800
2021-11-19,49.68,49.94,47.36,47.69,1108300
2021-11-22,48.09,48.09,44.45,45.37,1609600
2021-11-23,45.7,46.7,45.04,45.04,1031400
2021-11-24,46.5,48.16,46.5,48.16,543800
2021-11-25,50.01,50.14,49.02,49.81,783100
2021-11-26,49.35,49.68,48.35,49.02,699000
2021-11-29,47.82,49.68,47.76,49.55,463400
2021-11-30,49.75,52.99,49.75,52.99,1949300
2021-12-01,53.59,54.58,52.73,52.99,656400
2021-12-02,52.39,53.12,49.35,51.6,1161700
2021-12-03,51.8,52.66,50.34,51.0,742300
2021-12-06,50.94,52.26,49.68,50.34,795600
2021-12-07,51.07,51.47,50.34,51.0,616100
2021-12-08,51.67,54.32,51.0,53.98,1248900
2021-12-09,53.65,57.76,53.45,57.76,1692600
2021-12-10,58.29,59.62,57.3,59.55,933100
2021-12-13,60.14,61.8,59.95,59.95,991000
2021-12-14,59.62,59.62,57.96,58.49,812400
2021-12-15,59.15,61.87,58.49,60.41,697700
2021-12-16,60.94,60.94,59.62,60.48,381300
2021-12-17,61.27,61.27,57.96,60.48,600900
2021-12-20,60.61,60.61,58.29,58.82,724400
2021-12-21,58.62,59.62,57.43,59.02,612800
2021-12-22,59.15,61.6,59.09,59.95,504000
2021-12-23,60.01,63.59,59.22,63.39,1260300
2021-12-24,64.58,65.25,63.59,64.05,628700
2021-12-27,64.85,66.9,64.45,66.11,980500
2021-12-28,67.43,69.62,66.64,68.82,968100
2021-12-29,68.89,72.8,67.89,70.21,1599200
2021-12-30,70.21,71.41,68.82,71.21,462900
2021-12-31,70.54,74.72,70.54,72.53,594000
2022-01-04,72.93,75.18,69.62,70.21,1106100
2022-01-05,70.35,71.94,69.29,70.21,1055500
2022-01-06,69.22,75.11,69.22,75.11,1193900
2022-01-07,75.71,76.84,73.72,75.25,514300
2022-01-10,76.11,76.11,70.41,70.41,987800
2022-01-11,70.21,74.52,69.62,70.54,1023800
2022-01-12,70.88,74.19,68.89,74.19,1169200
2022-01-13,75.11,75.11,70.28,70.81,524000
2022-01-14,69.88,73.53,69.62,70.88,599100
2022-01-17,72.53,72.8,66.9,66.9,987900
2022-01-18,66.24,67.3,62.93,65.58,1007000
2022-01-19,64.91,66.9,64.91,65.64,652900
2022-01-20,65.58,70.21,65.58,70.21,506000
2022-01-21,71.87,73.53,70.68,72.8,601800
2022-01-24,70.94,72.73,68.89,69.75,522400
2022-01-25,69.55,73.53,69.55,72.86,961800
2022-01-26,74.12,74.12,71.54,72.0,495300
2022-01-27,66.97,70.88,66.97,68.03,1209200
2022-01-28,67.96,68.23,63.32,65.58,2128800
2022-02-07,66.31,66.9,63.26,63.32,683300
2022-02-08,63.06,63.59,60.01,62.6,930500
2022-02-09,62.26,65.18,60.87,64.25,445800
2022-02-10,64.72,64.72,63.26,64.25,356100
2022-02-11,63.06,63.72,62.93,62.93,330700
2022-02-14,61.93,62.86,60.94,61.47,340900
2022-02-15,61.6,63.59,61.27,61.27,293000
2022-02-16,61.27,63.32,61.2,62.46,399100
2022-02-17,63.52,64.32,62.93,62.93,240100
2022-02-18,62.26,63.26,61.8,62.26,300000
2022-02-21,62.33,64.25,62.33,62.79,557200
2022-02-22,62.93,64.25,62.6,63.66,734700
2022-02-23,64.32,65.25,64.32,65.11,513900
2022-02-24,65.18,66.57,61.93,64.32,869400
2022-02-25,64.32,65.58,63.06,65.18,459300
2022-02-28,65.31,66.11,63.66,64.12,303600
2022-03-01,64.32,64.32,63.46,63.46,353800
2022-03-02,63.52,63.52,61.27,61.27,889400
2022-03-03,61.27,62.26,58.62,59.68,1051000
2022-03-04,59.62,61.87,58.49,61.6,517900
2022-03-07,61.27,61.47,59.62,59.95,906300
2022-03-08,59.68,60.67,58.95,58.95,695500
2022-03-09,59.09,59.55,56.83,56.83,700800
2022-03-10,57.96,57.96,56.3,56.3,577000
2022-03-11,56.3,57.5,55.97,56.3,426900
2022-03-14,56.63,57.63,55.77,57.03,360800
2022-03-15,56.63,58.56,56.63,57.89,1112900
2022-03-16,58.29,58.36,57.5,57.5,335700
2022-03-17,57.89,58.36,57.5,57.76,329800
2022-03-18,57.96,58.22,57.56,57.63,437200
2022-03-21,57.5,57.89,57.1,57.23,419900
2022-03-22,57.3,59.15,56.83,57.96,1414400
2022-03-23,58.29,61.4,58.16,60.28,2184700
2022-03-24,60.48,62.26,59.88,61.27,574300
2022-03-25,60.94,61.4,60.41,60.81,548000
2022-03-28,59.81,60.74,58.95,60.14,910500
2022-03-29,60.14,64.32,60.01,64.32,1391100
2022-03-30,63.59,65.78,63.26,64.72,1132000
2022-03-31,64.72,65.51,63.39,63.99,530500
2022-04-01,63.99,66.57,63.39,65.05,728300
2022-04-04,65.05,68.69,64.38,65.58,1003300
2022-04-05,64.65,65.58,62.73,62.93,2362700
2022-04-06,62.26,62.93,58.89,58.89,2106000
2022-04-07,58.29,60.08,56.97,56.97,1134500
2022-04-08,56.9,58.09,56.77,56.97,599100
2022-04-12,56.97,57.23,52.99,52.99,1401300
2022-04-13,51.34,52.66,49.28,50.47,1497600
2022-04-14,51.4,52.13,49.68,49.68,529200
2022-04-15,49.35,49.68,46.23,46.23,1997400
2022-04-18,44.91,45.84,43.06,43.06,1699100
2022-04-19,43.06,45.84,42.39,43.78,1014700
2022-04-20,44.71,44.71,42.39,42.39,724400
2022-04-21,41.73,43.12,40.41,40.54,947500
2022-04-22,42.39,42.39,37.76,37.76,1398300
2022-04-25,38.09,38.75,35.31,36.37,1098100
2022-04-26,35.84,38.88,35.44,38.88,918000
2022-04-27,39.08,40.07,37.76,38.95,887700
2022-04-28,39.08,40.14,38.42,38.42,634100
2022-04-29,38.42,39.41,36.76,36.76,2181300
2022-05-04,37.76,38.48,37.23,38.29,573800
2022-05-05,39.08,39.08,36.17,37.42,513300
2022-05-06,36.63,37.03,35.44,35.44,666400
2022-05-09,35.37,36.1,32.99,32.99,1158000
2022-05-10,31.33,33.52,31.33,32.32,904100
2022-05-11,32.99,33.38,32.06,32.85,497400
2022-05-12,33.09,33.09,30.57,30.57,598500
2022-05-13,30.14,30.6,28.45,28.45,1131300
2022-05-16,29.68,30.07,28.28,28.58,472500
2022-05-17,28.62,30.57,28.48,30.57,553300
2022-05-18,31.46,32.03,30.87,31.66,478500
2022-05-19,30.14,31.79,30.07,31.63,403600
2022-05-20,31.76,32.39,31.4,31.66,423900
2022-05-23,32.26,32.39,29.81,30.77,356500
2022-05-24,30.77,31.2,29.68,30.34,310700
2022-05-25,31.46,32.46,31.13,32.46,601600
2022-05-26,33.12,33.72,32.46,32.72,489700
2022-05-27,32.82,33.05,32.46,32.72,328500
2022-05-30,32.76,34.18,32.76,33.72,520700
2022-05-31,34.51,36.03,34.18,36.03,646900
2022-06-01,37.23,37.62,36.5,36.56,1005700
2022-06-02,36.56,37.62,35.84,37.49,689100
2022-06-03,37.69,38.29,37.49,38.15,760300
2022-06-06,38.15,40.21,37.69,38.09,784000
2022-06-07,37.76,37.76,35.44,36.7,769100
2022-06-08,36.76,38.29,36.76,37.49,639200
2022-06-09,37.56,38.02,37.09,37.89,433800
2022-06-10,37.09,39.41,37.09,37.76,898300
2022-06-13,35.84,37.36,35.44,35.5,800600
2022-06-14,33.78,37.69,33.78,37.03,636700
2022-06-15,37.09,38.75,34.84,36.43,407000
2022-06-16,37.69,37.69,36.43,36.76,404100
2022-06-17,35.11,35.9,35.11,35.44,413300
2022-06-20,35.24,36.1,32.99,32.99,697500
2022-06-21,33.12,33.91,32.19,33.45,596300
2022-06-22,33.72,34.58,33.12,33.52,119700
2022-06-23,33.52,35.11,32.99,34.31,294500
2022-06-24,34.44,35.04,34.31,34.44,144300
2022-06-27,34.71,35.77,34.25,35.7,335800
2022-06-28,35.7,36.5,35.11,36.43,415500
2022-06-29,36.23,37.49,35.9,37.03,393300
2022-06-30,37.03,37.23,35.64,35.64,251000
2022-07-01,35.44,36.3,34.84,35.64,227700
2022-07-04,36.23,36.37,35.24,35.84,189900
2022-07-05,35.84,37.76,35.84,36.56,724000
2022-07-06,36.56,37.49,35.97,36.63,335400
2022-07-07,36.76,39.15,36.43,39.15,1502700
2022-07-08,40.74,41.33,39.74,40.21,581300
2022-07-11,39.94,41.6,39.74,40.8,636600
2022-07-12,41.0,42.06,39.81,41.07,924200
2022-07-13,40.87,42.33,40.47,40.94,560000
2022-07-14,40.74,41.27,39.68,41.13,794100
2022-07-15,41.13,42.59,39.08,39.08,1405000
2022-07-18,39.68,40.54,38.62,39.74,881000
2022-07-19,39.08,40.27,39.08,39.68,478400
2022-07-20,40.27,41.27,40.01,40.14,1320900
2022-07-21,40.21,40.94,38.75,38.95,924800
2022-07-22,39.01,39.54,37.95,38.42,510700
2022-07-25,37.76,38.22,36.83,36.96,1295200
2022-07-26,36.76,38.22,36.76,37.36,333900
2022-07-27,37.16,39.08,37.16,39.08,524700
2022-07-28,39.74,39.88,38.82,39.74,670500
2022-07-29,39.74,40.21,39.35,39.94,562400
2022-08-01,39.08,41.33,38.09,41.07,1535800
2022-08-02,41.0,41.66,39.81,40.27,1306700
2022-08-03,40.27,41.33,39.81,41.33,558500
2022-08-04,41.6,43.19,41.6,42.19,1142000
2022-08-05,42.19,42.39,41.47,41.86,589200
2022-08-08,42.39,42.72,41.33,41.73,669900
2022-08-09,41.73,43.39,41.13,42.26,903900
2022-08-10,42.39,42.92,41.93,41.93,489400
2022-08-11,41.93,42.39,40.74,40.8,1015700
2022-08-12,40.6,41.4,40.34,41.2,562600
2022-08-15,42.06,42.06,41.27,41.73,350100
2022-08-16,41.93,44.65,41.6,44.65,1602100
2022-08-17,45.04,45.84,44.38,44.58,749900
2022-08-18,44.71,44.78,44.05,44.25,537100
2022-08-19,44.91,46.96,44.71,46.83,1478400
2022-08-22,47.1,48.35,46.37,46.83,822800
2022-08-23,47.03,48.02,46.7,48.02,640100
2022-08-24,48.35,48.35,47.36,47.63,579800
2022-08-25,48.69,48.69,46.23,47.56,877400
2022-08-26,47.63,47.69,46.5,46.5,574100
2022-08-29,45.64,46.23,44.38,46.23,1077600
2022-08-30,46.63,46.9,45.84,46.04,446900
2022-08-31,45.97,47.96,45.7,47.89,1137400
2022-09-05,47.69,47.82,46.63,47.23,491000
2022-09-06,47.63,48.22,47.03,47.23,463800
2022-09-07,47.03,47.23,44.38,44.45,822400
2022-09-08,44.78,45.7,44.05,44.38,688900
2022-09-09,44.71,45.37,44.12,45.11,346400
2022-09-12,46.3,46.3,45.44,45.9,457566
2022-09-13,46.37,46.37,45.37,45.57,324567
2022-09-14,44.98,47.03,44.58,47.03,612753
2022-09-15,47.03,48.82,47.03,47.76,892119
2022-09-16,47.76,47.76,46.37,46.57,548363
2022-09-19,46.43,47.03,43.32,44.98,818226
2022-09-20,45.57,45.57,43.72,44.84,436845
2022-09-21,44.58,45.77,44.38,44.71,256163
2022-09-22,44.38,45.04,43.65,45.04,499676
2022-09-23,45.04,46.83,44.91,45.84,740578
2022-09-26,45.04,45.37,44.05,44.38,618335
2022-09-27,44.71,46.1,44.38,44.65,407875
2022-09-28,44.45,44.71,41.53,41.53,1471976
2022-09-29,41.6,42.06,38.68,38.68,986627
2022-09-30,37.82,38.42,36.03,38.22,908407
2022-10-03,38.09,38.42,35.57,35.57,563955
2022-10-04,36.17,36.7,33.12,33.12,952309
2022-10-05,34.38,35.37,33.91,34.91,417585
2022-10-06,34.97,35.77,33.45,33.72,372899
2022-10-07,33.52,33.52,31.36,31.36,736664
2022-10-10,30.01,32.39,29.81,30.93,597498
2022-10-11,31.13,31.46,28.78,28.78,503071
2022-10-12,28.15,30.27,26.83,29.31,721859
2022-10-13,29.28,30.67,29.28,30.64,297500
2022-10-14,31.53,31.93,30.8,30.8,529351
2022-10-17,30.47,31.7,30.37,31.26,280453
2022-10-18,31.93,32.32,31.46,31.6,259362
2022-10-19,31.79,31.79,30.47,30.83,362524
2022-10-20,30.83,31.53,30.54,30.83,152173
2022-10-21,31.07,31.07,28.68,28.68,720093
2022-10-24,28.81,28.81,26.69,26.69,624932
2022-10-25,26.69,28.09,25.57,26.83,566786
2022-10-26,26.89,27.75,26.56,26.69,282552
2022-10-27,26.83,28.55,26.83,28.55,428804
2022-10-28,28.81,29.87,28.81,29.15,478751
2022-10-31,28.48,29.15,27.19,27.89,701336
2022-11-01,28.48,28.81,27.49,27.75,374070
2022-11-02,27.75,28.62,27.69,27.85,275812
2022-11-03,27.75,28.68,27.19,27.82,671941
2022-11-04,27.82,27.82,26.1,26.1,555718
2022-11-07,26.1,26.1,24.28,24.28,662891
2022-11-08,22.59,23.51,22.59,22.59,1105201
2022-11-09,22.19,23.32,22.19,22.19,378985
2022-11-10,20.9,22.06,20.67,20.67,470922
2022-11-11,19.87,20.57,19.24,19.24,920184
2022-11-14,17.92,17.92,17.92,17.92,164706
2022-11-15,16.69,16.69,16.69,16.69,454689
2022-11-16,15.53,17.85,15.53,17.85,1187468
2022-11-17,18.55,18.88,18.22,18.88,264597
2022-11-18,18.61,19.54,17.62,18.81,347273
2022-11-21,19.47,19.54,18.55,18.88,452368
2022-11-22,18.88,20.17,18.71,19.61,586883
2022-11-23,19.61,20.4,19.61,19.61,442297
2022-11-24,19.64,19.94,18.75,19.21,275169
2022-11-25,19.61,20.2,19.34,20.2,358720
2022-11-28,20.53,21.59,20.53,21.59,548328
2022-11-29,21.86,22.45,20.53,21.79,566137
2022-11-30,21.96,23.18,21.2,23.18,532280
2022-12-01,23.98,24.44,21.86,23.45,727459
2022-12-02,23.18,24.51,22.12,24.51,540540
2022-12-05,24.84,25.01,23.71,23.91,570519
2022-12-06,23.78,24.04,22.26,22.26,588782
2022-12-07,22.16,22.26,21.23,21.26,352101
2022-12-08,21.96,22.72,21.63,22.72,448694
2022-12-09,24.31,24.31,23.85,24.31,510388
2022-12-12,26.0,26.0,25.5,26.0,711782
2022-12-13,25.7,25.97,24.51,25.97,845812
2022-12-14,26.43,27.09,26.2,26.3,531966
2022-12-15,26.26,26.3,25.17,25.37,322160
2022-12-16,24.57,26.66,24.57,25.97,664103
2022-12-19,24.77,25.83,24.64,24.64,1033945
2022-12-20,24.21,24.87,22.92,22.98,844116
2022-12-21,23.78,23.78,21.4,22.19,338852
2022-12-22,22.65,22.72,21.2,22.42,298988
2022-12-23,22.42,22.85,22.39,22.79,152470
2022-12-26,23.38,23.38,21.53,21.56,609740
2022-12-27,21.56,22.29,21.4,22.29,308676
2022-12-28,22.45,22.45,21.83,22.06,125648
2022-12-29,21.59,22.39,21.59,22.02,160461
2022-12-30,22.36,22.36,21.79,21.79,100415
2023-01-03,21.79,23.32,21.79,23.32,353464
2023-01-04,23.45,23.98,23.32,23.32,240193
2023-01-05,23.61,23.61,23.18,23.25,232649
2023-01-06,23.25,23.35,22.39,22.45,322035
2023-01-09,22.36,22.89,22.36,22.39,145900
2023-01-10,22.22,23.78,22.02,23.42,221024
2023-01-11,23.91,23.91,23.42,23.42,255500
2023-01-12,23.58,23.58,22.85,23.08,194584
2023-01-13,23.12,23.32,23.05,23.08,128350
2023-01-16,23.18,23.71,22.89,23.45,235331
2023-01-17,23.85,25.07,23.65,25.07,445596
2023-01-18,26.3,26.3,25.2,25.34,420193
2023-01-19,25.3,25.83,24.57,25.67,263136
2023-01-27,25.9,26.5,25.83,26.16,419123
2023-01-30,26.16,26.5,25.83,26.03,425357
2023-01-31,25.73,26.03,24.21,26.03,420586
2023-02-01,26.43,26.43,24.21,24.21,508107
2023-02-02,24.31,24.84,23.85,24.34,413538
2023-02-03,24.44,24.91,24.21,24.44,160050
2023-02-06,24.44,24.51,24.24,24.51,194329
2023-02-07,24.51,24.81,23.85,23.85,264404
2023-02-08,24.24,24.31,23.45,23.81,207860
2023-02-09,23.95,24.14,23.85,23.88,125316
2023-02-10,23.88,23.88,23.05,23.48,186422
2023-02-13,23.18,23.18,21.86,21.86,705138
2023-02-14,22.52,22.52,21.73,22.19,178599
2023-02-15,22.19,23.58,21.86,22.72,171624
2023-02-16,23.25,23.25,22.75,23.02,109587
2023-02-17,23.12,23.51,22.98,23.22,117066
2023-02-20,23.35,24.64,23.35,24.64,322990
2023-02-21,24.64,25.3,24.64,24.87,441527
2023-02-22,24.54,24.84,24.18,24.18,338496
2023-02-23,23.98,24.18,22.92,23.51,289706
2023-02-24,23.58,23.85,23.18,23.18,142807
2023-02-27,22.85,23.22,22.06,22.19,220626
2023-02-28,22.62,22.92,22.19,22.29,146129
2023-03-01,22.26,23.58,22.26,23.58,126237
2023-03-02,23.58,24.08,23.18,23.22,282933
2023-03-03,23.65,23.71,23.05,23.25,143701
2023-03-06,23.88,24.44,23.51,23.88,294231
2023-03-07,23.75,24.21,23.65,23.85,131627
2023-03-08,23.81,24.41,23.51,24.38,224637
2023-03-09,23.58,25.4,23.58,25.27,621234
2023-03-10,25.17,25.24,24.51,25.14,296603
2023-03-13,24.61,24.94,24.44,24.77,324278
2023-03-14,24.77,24.77,23.85,23.98,221172
2023-03-15,24.51,25.07,24.38,24.91,237828
2023-03-16,24.87,24.87,24.44,24.44,177398
2023-03-17,24.64,24.77,24.31,24.64,225222
2023-03-20,24.54,24.97,24.28,24.28,292624
2023-03-21,24.67,24.67,24.11,24.67,106634
2023-03-22,24.84,26.36,24.81,25.57,857893
2023-03-23,25.5,26.86,25.5,26.5,800861
2023-03-24,27.16,27.16,26.03,26.1,668397
2023-03-27,26.2,27.12,26.13,26.5,459234
2023-03-28,26.79,26.79,26.16,26.23,371748
2023-03-29,26.36,27.49,26.2,27.32,584184
2023-03-30,28.02,29.21,27.42,29.21,1128917
2023-03-31,29.31,30.14,28.85,28.95,1190842
2023-04-03,29.34,30.5,29.15,29.74,579213
2023-04-04,29.81,30.27,29.41,30.27,406177
2023-04-05,31.46,32.26,30.6,31.46,1037838
2023-04-06,31.79,31.79,30.6,30.93,579654
2023-04-07,30.93,31.56,30.47,31.4,539717
2023-04-10,31.66,31.99,30.8,31.13,515701
2023-04-11,30.9,31.99,30.83,31.99,540734
2023-04-12,31.99,32.26,31.66,31.73,349489
2023-04-13,31.76,31.79,30.47,30.47,450366
2023-04-14,30.8,31.07,30.37,30.37,608365
2023-04-17,30.6,31.79,30.37,31.79,601404
2023-04-18,32.26,33.98,31.86,33.98,897843
2023-04-19,35.64,35.64,34.11,35.11,1011367
2023-04-20,35.11,35.64,34.58,35.31,404218
2023-04-21,35.44,36.43,34.84,36.43,569587
2023-04-24,37.16,38.95,37.09,38.95,920700
2023-04-25,39.94,41.07,36.43,38.42,1613123
2023-04-26,38.42,38.75,37.49,38.75,529148
2023-04-27,38.62,40.41,37.82,39.28,529929
2023-04-28,40.07,40.07,38.75,39.08,682325
2023-05-04,38.75,39.01,37.49,37.56,556626
2023-05-05,37.42,39.48,37.42,39.48,643594
2023-05-08,40.07,40.34,39.01,39.08,482816
2023-05-09,39.35,39.41,38.02,38.35,668450
2023-05-10,38.22,38.68,38.02,38.42,467993
2023-05-11,38.22,41.07,38.22,41.07,1569526
2023-05-12,41.73,43.59,41.07,42.79,781963
2023-05-15,42.79,43.25,41.27,41.86,696903
2023-05-16,41.86,43.06,41.8,42.0,369107
2023-05-17,42.33,43.06,41.86,42.39,625835
2023-05-18,42.19,42.53,41.73,42.39,287646
2023-05-19,42.92,42.92,41.33,41.93,576758
2023-05-22,41.66,42.33,41.47,42.0,425613
2023-05-23,43.59,43.98,42.39,43.72,952759
2023-05-24,43.72,43.98,42.92,42.92,354598
2023-05-25,42.72,43.06,42.39,42.39,312694
2023-05-26,42.39,42.92,41.86,42.39,406769
2023-05-29,42.59,42.72,42.06,42.19,388056
2023-05-30,42.39,43.39,41.66,43.39,840152
2023-05-31,43.65,43.65,42.39,42.39,551301
2023-06-01,42.39,42.79,41.73,42.39,362903
2023-06-02,42.26,42.39,42.0,42.13,485755
2023-06-05,42.46,43.52,42.39,42.92,840495
2023-06-06,43.06,45.04,42.53,44.05,832531
2023-06-07,44.71,44.71,43.25,43.45,558026
2023-06-08,43.65,44.38,43.12,43.39,447587
2023-06-09,43.39,44.05,42.72,44.05,580338
2023-06-12,44.38,47.1,43.72,46.23,1285534
2023-06-13,46.37,46.43,44.91,45.04,749420
2023-06-14,45.11,45.51,43.45,43.59,921991
2023-06-15,43.39,44.05,43.06,43.85,459548
2023-06-16,44.31,44.31,43.32,43.52,560324
2023-06-19,43.12,43.85,41.6,42.53,863752
2023-06-20,42.53,43.45,42.26,43.06,236425
2023-06-21,43.52,45.11,43.06,44.84,734105
2023-06-22,44.91,45.04,44.25,44.84,303537
2023-06-23,44.98,46.63,44.05,46.37,1257882
2023-06-26,46.83,46.83,45.04,45.57,521577
2023-06-27,45.24,45.84,45.17,45.57,304553
2023-06-28,46.17,47.56,45.7,45.9,938648
2023-06-29,45.84,45.9,45.17,45.44,394836
2023-06-30,45.44,46.23,44.78,45.64,546495
2023-07-03,45.7,46.7,45.37,46.37,454682
2023-07-04,47.03,47.03,45.57,46.37,521807
2023-07-05,46.37,46.9,46.04,46.17,435905
2023-07-06,46.37,46.5,45.31,46.04,511738
2023-07-07,45.51,49.02,45.51,49.02,1590814
2023-07-10,49.68,50.34,49.02,49.68,652787
2023-07-11,50.14,51.93,50.08,51.2,876621
2023-07-12,51.67,52.33,50.94,51.67,616008
2023-07-13,52.26,52.26,51.0,51.47,420796
2023-07-14,51.47,52.99,51.2,52.99,689911
2023-07-17,53.65,53.85,51.47,51.67,1406080
2023-07-18,51.67,52.13,51.47,52.0,324910
2023-07-19,51.67,52.0,51.34,51.47,572637
2023-07-20,51.47,52.99,51.4,52.33,485759
2023-07-21,52.46,53.59,52.33,52.46,381713
2023-07-24,52.2,52.2,48.82,48.82,3009899
2023-07-25,47.16,49.61,47.03,49.02,1120436
2023-07-26,48.82,49.61,47.23,48.22,872503
2023-07-27,48.09,48.09,45.04,45.57,2117763
2023-07-28,45.51,48.75,44.78,48.75,1876895
2023-07-31,49.02,49.61,46.76,47.63,1164802
2023-08-01,47.03,47.63,44.31,44.31,3451094
2023-08-02,43.78,44.31,41.73,41.93,2677844
2023-08-03,41.86,43.45,41.86,42.39,1156353
2023-08-04,42.59,43.06,42.33,42.79,1059204
2023-08-07,42.66,42.79,41.86,42.39,1374312
2023-08-08,42.26,44.98,41.93,44.25,2610075
2023-08-09,44.38,44.38,43.06,43.72,623605
2023-08-10,43.72,45.24,43.39,45.17,1690729
2023-08-11,45.17,45.17,43.98,44.65,797403
2023-08-14,44.65,45.31,44.45,44.58,960933
2023-08-15,44.65,45.04,43.85,44.31,779041
2023-08-16,44.12,45.24,43.39,44.38,1054704
2023-08-17,44.05,44.18,43.39,43.39,688342
2023-08-18,43.06,43.39,40.41,40.41,1745849
2023-08-21,40.41,40.47,38.75,39.21,693783
2023-08-22,39.21,39.74,36.76,38.75,1319549
2023-08-23,38.82,39.54,38.48,39.08,406808
2023-08-24,38.75,39.48,38.48,39.41,729171
2023-08-25,39.41,42.06,39.28,41.33,1550477
2023-08-28,41.73,42.0,40.8,41.33,556779
2023-08-29,41.47,42.0,40.94,41.4,674721
2023-08-30,41.4,41.53,40.01,40.87,909670
2023-08-31,41.13,42.39,40.8,41.8,944191
2023-09-05,42.26,43.45,42.19,43.25,1006416
2023-09-06,43.39,44.78,42.86,44.38,904612
2023-09-07,44.31,44.91,43.52,43.98,769025
2023-09-08,43.65,45.17,43.45,44.25,915533
2023-09-11,44.25,44.58,42.59,42.72,1012560
2023-09-12,42.72,43.85,42.59,43.85,488809
2023-09-13,43.98,45.04,43.39,44.25,1191602
2023-09-14,44.25,44.38,43.06,43.19,720565
2023-09-15,43.19,44.98,43.19,44.71,945772
2023-09-18,45.04,47.56,44.78,46.9,2121691
2023-09-19,46.9,47.36,46.1,46.7,874141
2023-09-20,47.36,47.69,46.37,47.69,1006639
2023-09-21,47.89,47.96,46.76,46.76,686577
2023-09-22,45.84,46.17,43.59,45.31,2090988
2023-09-25,44.91,45.7,42.19,42.19,1542380
2023-09-26,41.73,42.86,41.27,42.0,763911
2023-09-27,42.46,42.72,40.07,41.73,726141
2023-09-28,43.01,43.81,42.39,42.66,520319
2023-09-29,43.28,43.28,41.69,42.22,319290
2023-10-02,42.3,42.83,42.22,42.22,239439
2023-10-03,42.04,42.13,39.74,40.71,326677
2023-10-04,39.92,41.95,39.74,41.86,304442
2023-10-05,42.39,43.72,41.95,43.63,704848
2023-10-06,43.28,45.48,42.92,45.48,960152
2023-10-09,46.46,46.46,45.31,45.66,606837
2023-10-10,46.28,46.81,45.04,45.13,1176308
2023-10-11,45.22,47.96,45.13,47.96,1382839
2023-10-12,48.49,48.66,46.99,47.52,948123
2023-10-13,47.34,48.58,46.9,48.49,909116
2023-10-16,48.66,49.19,47.52,48.31,788263
2023-10-17,48.31,49.28,45.22,45.22,1123429
2023-10-18,45.57,45.57,42.3,43.72,1452129
2023-10-19,43.72,44.16,42.22,43.45,725982
2023-10-20,43.45,45.04,42.13,45.04,636471
2023-10-23,45.31,45.31,42.39,43.72,461923
2023-10-24,44.25,46.72,44.03,46.72,1604596
2023-10-25,47.69,49.99,47.16,48.58,1501449
2023-10-26,46.9,47.6,45.22,45.31,2121839
2023-10-27,46.28,48.4,45.31,48.4,2007772
2023-10-30,48.58,50.78,46.01,46.01,1625417
2023-10-31,46.99,47.25,44.16,44.69,1262353
2023-11-01,44.87,45.4,42.61,44.42,865569
2023-11-02,45.04,47.52,45.04,47.52,1033433
2023-11-03,49.02,50.78,48.22,50.78,3599812
2023-11-06,52.37,52.73,51.05,51.84,1226329
2023-11-07,51.67,55.46,51.05,53.96,3658290
2023-11-08,54.23,56.08,53.17,55.64,1719970
2023-11-09,55.29,58.03,54.32,54.76,2185374
2023-11-10,53.87,57.76,53.61,55.64,3139788
2023-11-13,56.52,56.52,54.05,55.02,1487913
2023-11-14,55.11,57.58,55.02,55.99,1994211
2023-11-15,57.23,57.23,53.7,54.58,3690477
2023-11-16,54.67,55.64,53.96,55.64,982214
2023-11-17,55.82,56.61,53.96,54.76,2875803
2023-11-20,53.87,56.08,53.7,55.2,1845076
2023-11-21,55.82,58.73,55.29,58.11,3499360
2023-11-22,58.29,58.91,56.61,58.29,1678401
2023-11-23,58.73,58.73,54.23,54.23,2118873
2023-11-24,54.14,55.2,51.22,55.2,3806045
2023-11-27,55.2,55.38,52.99,52.99,1102248
2023-11-28,52.99,55.11,52.73,54.67,1539514
2023-11-29,55.11,55.29,54.49,54.67,1054802
2023-11-30,54.76,56.08,54.67,54.76,1520015
2023-12-01,55.11,56.08,54.67,55.2,1566612
2023-12-04,56.17,58.38,55.73,57.85,2637521
2023-12-05,57.85,58.11,56.79,56.88,1138427
2023-12-06,56.88,58.38,56.7,58.03,1287670
2023-12-07,58.38,59.7,56.08,58.03,2758378
2023-12-08,58.73,58.73,56.52,56.79,923683
2023-12-11,56.97,57.32,55.73,56.35,1015200
2023-12-12,56.35,57.23,55.99,56.61,697168
2023-12-13,56.7,57.23,55.11,55.11,1673125
2023-12-14,55.73,56.08,54.67,54.85,819160
2023-12-15,54.85,55.46,54.14,54.76,985419
2023-12-18,54.76,56.79,54.4,56.17,1385826
